,holeid,mid_x,mid_y,mid_z,from,to,Length,MAGSUS_MOD,MINDOM_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,Magnetite_pct,MS_Actual,Lith,Litho_2,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,Ga_ppm,K_pct,La_ppm,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Ni_ppm,P_ppm,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,SiO2_pct,Sr_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Zn_ppm,Cu_Sulf_Mode,FeOx_1_Mode_1,FeOx_1_Mode_2,FeOx_1_Type,FeOx_2_Mode_1,FeOx_2_Mode_2,FeOx_2_Type,Py_Min_Mode_1,Py_Min_Mode_2,Ac,Alb,Cb,Ch,Cp,Cu_Sulfide_pct,Ep,FeOx_1_pct,FeOx_2_pct,He_s,He_t,Hem,Kspar,Lm,Mt,Py,Qz,Sr
352,4a3-06-158DD,400170.8737,7073761.712,953.1335299,156.18,157.0,0.82,out,Sulfides,VLCL_BOTTOM,6.6,12.12,2.91,4154.0,VCSD,ANDT,1.2,6.14,16.0,0.01,70.0,0.7,2.0,2.98,0.5,68.0,11,0.066,11.3,,0.64,,2.02,1700,1.0,2.04,13.0,1010,7.0,1.57,5.0,,,,120.0,,0.48,,,83.0,10.0,148,,221.0,304.0,e,304.0,,a,304.0,504.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0
353,4a3-06-158DD,400176.7539,7073763.569,946.9750069,165.0,165.61,0.61,out,Sulfides,VLCL_BOTTOM,3.5,12.27,1.33,1407.0,ANLT,ANDT,0.9,5.48,18.0,0.009,230.0,0.9,2.0,1.91,0.5,66.0,21,0.023,11.6,,0.74,,2.19,2150,14.0,2.16,20.0,860,2.0,2.36,5.0,,,,68.0,,0.41,,,86.0,10.0,231,,304.0,,a,221.0,504.0,e,502.0,200.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,0.0,1.0,0.0,0.3,0.1,1.0,1.0
354,4a3-06-158DD,400177.0929,7073763.673,946.6226562,165.61,166.0,0.39,out,Sulfides,VLCL_BOTTOM,3.5,12.27,1.33,1407.0,ANTF2,ANDT,0.9,5.48,18.0,0.009,230.0,0.9,2.0,1.91,0.5,66.0,21,0.023,11.6,,0.74,,2.19,2150,14.0,2.16,20.0,860,2.0,2.36,5.0,,,,68.0,,0.41,,,86.0,10.0,231,504.0,304.0,221.0,a,221.0,,e,304.0,504.0,1.0,1.0,0.0,1.0,0.3,0.3,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0
355,4a3-06-158DD,400181.464,7073765.001,942.1047571,172.0,172.46,0.46,out,Sulfides,VLCL_BOTTOM,12.3,19.54,7.99,7409.0,ANLT,ANDT,3.8,4.95,12.0,0.195,150.0,0.6,12.0,2.48,0.5,255.0,32,1.69,23.1,,0.67,,2.06,1970,46.0,1.63,36.0,730,2.0,4.04,5.0,,,,74.0,,0.38,,,126.0,10.0,152,,221.0,,a,504.0,221.0,e,221.0,200.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.6,0.0,1.0
356,4a3-06-158DD,400181.8045,7073765.104,941.7534578,172.46,173.0,0.54,out,Sulfides,VLCL_BOTTOM,12.3,19.54,7.99,7409.0,MAGT,MANTO,3.8,4.95,12.0,0.195,150.0,0.6,12.0,2.48,0.5,255.0,32,1.69,23.1,,0.67,,2.06,1970,46.0,1.63,36.0,730,2.0,4.04,5.0,,,,74.0,,0.38,,,126.0,10.0,152,504.0,904.0,221.0,a,304.0,,e,304.0,504.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,55.0,5.0,5.0,0.0,0.0,0.0,0.0,55.0,4.0,2.0,0.0
357,4a3-06-158DD,400184.2165,7073765.842,939.2623583,176.0,176.55,0.55,out,Sulfides,VLCL_BOTTOM,13.5,23.02,8.51,9225.0,ANLT,ANDT,1.1,4.94,18.0,0.028,260.0,0.6,2.0,2.44,0.5,132.0,17,0.203,26.1,,1.46,,2.3,2020,10.0,0.81,11.0,790,2.0,2.82,5.0,,,,88.0,,0.39,,,113.0,10.0,174,,220.0,504.0,e,504.0,200.0,f,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
358,4a3-06-158DD,400184.5564,7073765.946,938.9109502,176.55,177.0,0.45,out,Sulfides,VLCL_BOTTOM,13.5,23.02,8.51,9225.0,MAGT,MANTO,1.1,4.94,18.0,0.028,260.0,0.6,2.0,2.44,0.5,132.0,17,0.203,26.1,,1.46,,2.3,2020,10.0,0.81,11.0,790,2.0,2.82,5.0,,,,88.0,,0.39,,,113.0,10.0,174,504.0,904.0,,a,304.0,,e,304.0,504.0,2.0,0.0,0.0,1.0,0.5,0.5,1.0,50.0,5.0,5.0,0.0,0.0,0.0,0.0,50.0,7.0,0.0,1.0
359,4a3-06-158DD,400185.0221,7073766.09,938.4294996,177.0,177.92,0.92,out,Sulfides,VLCL_BOTTOM,20.17,38.63,,15075.0,MAGT,MANTO,2.2,3.36,19.0,0.087,200.0,0.7,2.0,1.9,0.5,147.0,18,0.554,38.4,,1.27,,1.12,977,3.0,0.24,15.0,530,2.0,3.08,5.0,,,,64.0,,0.19,,,68.0,10.0,99,504.0,904.0,,a,304.0,,e,304.0,504.0,2.0,0.0,0.0,1.0,0.5,0.5,1.0,50.0,5.0,5.0,0.0,0.0,0.0,0.0,50.0,7.0,0.0,1.0
360,4a3-06-158DD,400185.3619,7073766.195,938.0780601,177.92,178.0,0.08,out,Sulfides,VLCL_BOTTOM,20.17,38.63,,15075.0,ANTF2,ANDT,2.2,3.36,19.0,0.087,200.0,0.7,2.0,1.9,0.5,147.0,18,0.554,38.4,,1.27,,1.12,977,3.0,0.24,15.0,530,2.0,3.08,5.0,,,,64.0,,0.19,,,68.0,10.0,99,200.0,304.0,,a,,,,304.0,,1.0,1.0,0.0,1.0,0.1,0.1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,1.0
361,4a3-06-158DD,400186.8834,7073766.667,936.5034504,180.0,180.4,0.4,out,Sulfides,VLCL_BOTTOM,9.9,23.48,5.77,6695.0,FEOX,MANTO,1.2,5.22,9.0,0.018,160.0,0.7,2.0,2.28,0.5,91.0,13,0.158,25.3,,1.01,,2.57,2310,3.0,1.43,12.0,790,3.0,2.69,5.0,,,,42.0,,0.34,,,107.0,10.0,214,304.0,904.0,,b,,,,304.0,504.0,1.0,1.0,0.0,1.0,0.3,0.3,1.0,55.0,0.0,15.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,1.0
362,4a3-06-158DD,400187.2229,7073766.773,936.15194,180.4,181.0,0.6,out,Sulfides,VLCL_BOTTOM,9.9,23.48,5.77,6695.0,ANLT,ANDT,1.2,5.22,9.0,0.018,160.0,0.7,2.0,2.28,0.5,91.0,13,0.158,25.3,,1.01,,2.57,2310,3.0,1.43,12.0,790,3.0,2.69,5.0,,,,42.0,,0.34,,,107.0,10.0,214,,221.0,504.0,e,504.0,200.0,f,504.0,200.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0
363,4a3-06-158DD,400189.124,7073767.365,934.1832571,183.0,184.0,1.0,out,Sulfides,VLCL_BOTTOM,19.2,36.96,12.36,16915.0,FEOX,MANTO,2.6,3.43,16.0,0.126,230.0,0.8,7.0,1.04,0.5,300.0,17,1.21,38.4,,1.58,,1.51,1410,4.0,0.14,20.0,830,2.0,3.21,5.0,,,,40.0,,0.22,,,74.0,10.0,147,504.0,904.0,504.0,b,,,,304.0,504.0,1.0,1.0,1.0,1.0,0.7,0.7,2.0,65.0,0.0,15.0,0.0,0.0,0.0,0.0,50.0,7.0,0.0,1.0
364,4a3-06-158DD,400193.1971,7073768.63,929.9633666,189.0,190.0,1.0,out,Sulfides,VLCL_BOTTOM,18.2,27.94,11.69,12935.0,FEOX,MANTO,3.8,4.43,10.0,0.083,330.0,0.8,2.0,1.92,0.5,191.0,23,0.641,30.0,,1.39,,2.76,2040,14.0,0.57,14.0,550,7.0,2.61,5.0,,,,60.0,,0.28,,,96.0,10.0,196,504.0,904.0,,c,,,,304.0,504.0,1.0,1.0,0.0,1.0,0.5,0.5,2.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
365,4a3-06-158DD,400195.9146,7073769.473,927.1516052,193.0,194.0,1.0,out,Sulfides,VLCL_BOTTOM,3.8,25.32,2.34,2333.0,FEOX,MANTO,2.1,5.64,19.0,0.035,410.0,0.5,2.0,2.44,2.7,144.0,46,0.22,26.6,,2.23,,2.15,1630,58.0,0.54,16.0,630,62.0,2.47,5.0,,,,115.0,,0.34,,,126.0,10.0,292,504.0,904.0,,c,,,,304.0,504.0,1.0,1.0,0.0,1.0,0.5,0.5,2.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
366,4a3-06-158DD,400196.4724,7073769.645,926.5758856,194.0,194.64,0.64,out,Sulfides,VLCL_BOTTOM,18.37,28.86,,11843.0,FEOX,MANTO,9.1,4.05,21.0,0.065,230.0,0.6,2.0,1.93,0.5,212.0,18,0.408,31.5,,1.33,,1.56,1570,93.0,0.63,16.0,890,14.0,3.23,5.0,,,,87.0,,0.26,,,96.0,10.0,112,504.0,904.0,,c,,,,304.0,504.0,1.0,1.0,0.0,1.0,0.5,0.5,2.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
367,4a3-06-158DD,400196.8127,7073769.75,926.2249543,194.64,195.0,0.36,out,Sulfides,VLCL_BOTTOM,18.37,28.86,,11843.0,VCSD,ANDT,9.1,4.05,21.0,0.065,230.0,0.6,2.0,1.93,0.5,212.0,18,0.408,31.5,,1.33,,1.56,1570,93.0,0.63,16.0,890,14.0,3.23,5.0,,,,87.0,,0.26,,,96.0,10.0,112,504.0,804.0,221.0,b,,,,304.0,504.0,1.0,1.0,0.0,2.0,0.3,0.3,2.0,40.0,0.0,10.0,2.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
368,4a3-06-158DD,400198.3553,7073770.227,924.6363497,197.0,197.17,0.17,out,Sulfides,VLCL_BOTTOM,9.7,17.57,6.38,7847.0,VCSD,ANDT,1.7,5.88,25.0,0.064,410.0,0.6,2.0,2.98,0.5,61.0,24,0.546,20.5,,1.62,,3.24,3040,12.0,0.55,23.0,670,19.0,1.38,11.0,,,,136.0,,0.39,,,147.0,10.0,260,504.0,804.0,221.0,b,,,,304.0,504.0,1.0,1.0,0.0,2.0,0.3,0.3,2.0,40.0,0.0,10.0,2.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
369,4a3-06-158DD,400198.6961,7073770.332,924.2859104,197.17,198.0,0.83,out,Sulfides,VLCL_BOTTOM,9.7,17.57,6.38,7847.0,ANTF2,ANDT,1.7,5.88,25.0,0.064,410.0,0.6,2.0,2.98,0.5,61.0,24,0.546,20.5,,1.62,,3.24,3040,12.0,0.55,23.0,670,19.0,1.38,11.0,,,,136.0,,0.39,,,147.0,10.0,260,504.0,304.0,,b,,,,304.0,221.0,1.0,1.0,0.0,1.0,0.1,0.1,1.0,5.0,0.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,1.0
370,4a3-06-158DD,400199.8215,7073770.678,923.1300925,199.0,199.47,0.47,out,Sulfides,VLCL_BOTTOM,8.6,26.58,5.23,6272.0,ANTF2,ANDT,2.2,4.78,22.0,0.028,260.0,0.5,2.0,1.87,0.5,95.0,19,0.155,29.0,,1.54,,2.91,2020,26.0,0.76,27.0,650,23.0,2.29,5.0,,,,57.0,,0.27,,,112.0,10.0,286,504.0,304.0,,b,,,,304.0,221.0,1.0,1.0,0.0,1.0,0.1,0.1,1.0,5.0,0.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,1.0
371,4a3-06-158DD,400200.1628,7073770.783,922.7800362,199.47,200.0,0.53,out,Sulfides,VLCL_BOTTOM,8.6,26.58,5.23,6272.0,ANCT,ANDT,2.2,4.78,22.0,0.028,260.0,0.5,2.0,1.87,0.5,95.0,19,0.155,29.0,,1.54,,2.91,2020,26.0,0.76,27.0,650,23.0,2.29,5.0,,,,57.0,,0.27,,,112.0,10.0,286,504.0,804.0,,b,,,,304.0,504.0,1.0,1.0,0.0,1.0,0.1,0.1,1.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0
372,4a3-06-158DD,400202.0503,7073771.364,920.8447203,202.0,203.0,1.0,out,Sulfides,VLCL_BOTTOM,5.3,9.69,1.98,2460.0,ANTF1,ANDT,1.3,6.85,16.0,0.015,300.0,0.8,2.0,2.72,0.5,122.0,48,0.127,11.5,,1.64,,3.73,2380,3.0,2.11,35.0,600,2.0,1.25,5.0,,,,95.0,,0.52,,,203.0,10.0,182,,304.0,221.0,a,221.0,504.0,e,304.0,504.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,0.5,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0
373,4a3-06-161DD,400065.4606,7073935.515,969.2982259,118.0,118.44,0.44,out,Mixture,ANDE_UPPER,11.0,13.33,2.57,5289.0,ANDS,ANDE,0.7,7.19,27.0,0.023,10.0,1.4,2.0,1.52,0.7,96.0,27,0.1015,11.9,,0.06,,2.29,2060,5.0,3.92,16.0,1650,2.0,0.01,5.0,,,,47.0,,1.1,,,284.0,10.0,217,,302.0,,a,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
374,4a3-06-161DD,400065.7519,7073935.651,968.9152037,118.44,119.0,0.56,out,Mixture,ANDE_UPPER,11.0,13.33,2.57,5289.0,ANBX,ANDE,0.7,7.19,27.0,0.023,10.0,1.4,2.0,1.52,0.7,96.0,27,0.1015,11.9,,0.06,,2.29,2060,5.0,3.92,16.0,1650,2.0,0.01,5.0,,,,47.0,,1.1,,,284.0,10.0,217,,302.0,,a,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
375,4a3-06-161DD,400067.954,7073936.678,966.0195557,122.0,123.0,1.0,in,Mixture,VLCL_TOP,32.9,47.31,21.31,2413.0,FEOX,MANTO,1.7,1.53,20.0,0.08,110.0,0.7,2.0,1.11,2.1,592.0,5,0.518,49.3,,0.59,,0.57,985,84.0,0.26,15.0,670,18.0,4.88,5.0,,,,9.0,,0.08,,,36.0,30.0,145,304.0,804.0,,e,221.0,802.0,a,304.0,504.0,1.0,0.0,1.0,1.0,0.2,0.2,0.0,35.0,30.0,35.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,1.0
376,4a3-06-161DD,400068.3036,7073936.841,965.5599291,123.0,123.2,0.2,in,Mixture,VLCL_TOP,24.9,28.78,16.41,16138.0,FEOX,MANTO,0.7,2.9,20.0,0.04,80.0,0.8,2.0,4.96,0.8,411.0,37,0.209,32.1,,0.51,,2.59,3170,135.0,0.32,12.0,1130,5.0,3.43,5.0,,,,1.0,,0.16,,,57.0,10.0,235,304.0,804.0,,e,221.0,802.0,a,304.0,504.0,1.0,0.0,1.0,2.0,0.1,0.1,1.0,30.0,25.0,30.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,1.0
377,4a3-06-161DD,400068.5948,7073936.976,965.1769068,123.2,124.0,0.8,in,Mixture,VLCL_TOP,24.9,28.78,16.41,16138.0,ANTF2,ANDT,0.7,2.9,20.0,0.04,80.0,0.8,2.0,4.96,0.8,411.0,37,0.209,32.1,,0.51,,2.59,3170,135.0,0.32,12.0,1130,5.0,3.43,5.0,,,,1.0,,0.16,,,57.0,10.0,235,221.0,221.0,304.0,e,221.0,,a,304.0,221.0,1.0,0.0,1.0,2.0,0.2,0.2,0.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0
378,4a3-06-161DD,400070.8668,7073938.036,962.1893335,127.0,128.0,1.0,in,Mixture,VLCL_TOP,23.9,34.63,13.98,16338.0,FEOX,MANTO,1.3,2.63,15.0,0.049,120.0,0.8,2.0,3.24,0.7,589.0,5,0.0684,36.4,,1.16,,1.69,2280,40.0,0.1,34.0,1270,11.0,7.21,5.0,,,,2.0,,0.08,,,40.0,10.0,122,504.0,804.0,221.0,e,221.0,802.0,a,504.0,221.0,1.0,0.0,1.0,2.0,0.1,0.1,0.0,35.0,30.0,35.0,0.1,0.0,0.0,0.0,30.0,15.0,1.0,1.0
379,4a3-06-161DD,400072.6145,7073938.851,959.8912002,130.0,131.0,1.0,out,Mixture,VLCL_TOP,25.8,39.9,16.98,20015.0,FEOX,MANTO,1.2,2.35,29.0,0.04,150.0,0.9,2.0,0.92,0.5,625.0,37,0.19,41.5,,0.8,,2.1,2050,64.0,0.05,19.0,460,11.0,6.06,5.0,,,,7.0,,0.09,,,56.0,30.0,216,504.0,804.0,221.0,e,221.0,302.0,a,504.0,221.0,2.0,1.0,1.0,2.0,0.1,0.1,0.0,35.0,20.0,35.0,0.0,0.0,0.0,0.0,20.0,15.0,1.0,1.0
380,4a3-06-161DD,400076.008,7073940.433,955.4289913,136.0,136.65,0.65,out,Sulfides,VLCL_TOP,12.7,34.03,8.46,9881.0,FEOX,MANTO,4.9,2.4,32.0,0.283,110.0,0.5,11.0,2.27,1.4,779.0,1,2.62,35.8,,0.73,,0.63,1000,17.0,0.84,44.0,900,20.0,9.8,5.0,,,,13.0,,0.14,,,38.0,40.0,140,504.0,804.0,221.0,e,221.0,,a,304.0,221.0,1.0,0.0,0.0,2.0,0.4,0.4,1.0,45.0,8.0,45.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0
381,4a3-06-161DD,400076.2992,7073940.569,955.0459691,136.65,137.0,0.35,out,Sulfides,VLCL_TOP,12.7,34.03,8.46,9881.0,MAGT,MANTO,4.9,2.4,32.0,0.283,110.0,0.5,11.0,2.27,1.4,779.0,1,2.62,35.8,,0.73,,0.63,1000,17.0,0.84,44.0,900,20.0,9.8,5.0,,,,13.0,,0.14,,,38.0,40.0,140,504.0,904.0,221.0,a,304.0,,e,504.0,221.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,60.0,10.0,10.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0
382,4a3-06-161DD,400077.6013,7073941.176,953.3338597,139.0,139.12,0.12,in,Sulfides,VLCL_TOP,11.16,,,4863.0,ANTF2,ANDT,1.0,7.04,20.0,0.031,240.0,0.9,2.0,1.86,0.7,221.0,128,0.265,16.05,,2.01,,5.23,2650,10.0,1.22,42.0,790,3.0,2.01,5.0,,,,117.0,,0.51,,,160.0,10.0,190,,,,,,,,221.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
383,4a3-06-161DD,400077.8052,7073941.271,953.0657442,139.12,139.7,0.58,in,Sulfides,VLCL_TOP,11.16,,,4863.0,MDST,CARB,1.0,7.04,20.0,0.031,240.0,0.9,2.0,1.86,0.7,221.0,128,0.265,16.05,,2.01,,5.23,2650,10.0,1.22,42.0,790,3.0,2.01,5.0,,,,117.0,,0.51,,,160.0,10.0,190,,302.0,,a,,,,304.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,1.0
384,4a3-06-161DD,400078.0615,7073941.391,952.7286846,139.7,140.0,0.3,in,Sulfides,VLCL_TOP,11.16,,,4863.0,ANTF2,ANDT,1.0,7.04,20.0,0.031,240.0,0.9,2.0,1.86,0.7,221.0,128,0.265,16.05,,2.01,,5.23,2650,10.0,1.22,42.0,790,3.0,2.01,5.0,,,,117.0,,0.51,,,160.0,10.0,190,,302.0,,a,,,,304.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
385,4a3-06-161DD,400078.3324,7073941.517,952.372474,140.0,140.63,0.63,in,Sulfides,VLCL_TOP,6.8,26.5,3.32,4285.0,ANTF2,ANDT,0.7,4.87,16.0,0.025,240.0,0.6,2.0,2.45,1.1,378.0,58,0.135,25.2,,1.06,,3.6,2360,17.0,0.85,24.0,1150,5.0,3.62,5.0,,,,40.0,,0.29,,,112.0,20.0,182,504.0,302.0,,a,,,,304.0,,1.0,0.0,0.0,2.0,0.1,0.1,0.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,2.0,1.0,1.0
386,4a3-06-161DD,400078.6237,7073941.653,951.9894517,140.63,141.0,0.37,in,Sulfides,VLCL_TOP,6.8,26.5,3.32,4285.0,FEOX,MANTO,0.7,4.87,16.0,0.025,240.0,0.6,2.0,2.45,1.1,378.0,58,0.135,25.2,,1.06,,3.6,2360,17.0,0.85,24.0,1150,5.0,3.62,5.0,,,,40.0,,0.29,,,112.0,20.0,182,504.0,804.0,,e,302.0,221.0,a,504.0,221.0,1.0,0.0,0.0,1.0,0.6,0.6,0.0,35.0,20.0,35.0,0.0,2.0,0.0,0.0,20.0,8.0,0.0,0.0
387,4a3-06-161DD,400079.6053,7073942.111,950.6986669,142.0,143.0,1.0,in,Sulfides,VLCL_TOP,3.2,40.95,1.96,1759.0,FEOX,MANTO,0.6,2.57,9.0,0.043,260.0,0.5,2.0,0.56,1.3,299.0,20,0.29,40.5,,1.06,,1.13,670,8.0,0.36,16.0,940,11.0,2.71,5.0,,,,19.0,,0.12,,,50.0,60.0,122,504.0,804.0,221.0,e,221.0,304.0,a,504.0,221.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,40.0,20.0,40.0,0.3,1.0,0.0,0.0,20.0,6.0,1.0,0.0
388,4a3-06-161DD,400083.4444,7073943.901,945.650434,149.0,149.18,0.18,in,Sulfides,VLCL_TOP,4.3,19.26,2.92,2757.0,ANTF2,ANDT,0.7,6.49,21.0,0.02,130.0,0.7,2.0,4.04,0.5,455.0,19,0.0598,19.7,,0.77,,2.39,2080,43.0,2.41,18.0,630,2.0,4.81,5.0,,,,56.0,,0.3,,,128.0,10.0,205,504.0,221.0,,b,,,,504.0,,1.0,0.0,0.0,2.0,0.2,0.2,0.0,15.0,0.0,5.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,1.0
389,4a3-06-161DD,400083.6658,7073944.004,945.3593371,149.18,149.76,0.58,in,Sulfides,VLCL_TOP,4.3,19.26,2.92,2757.0,LPTF,ANDT,0.7,6.49,21.0,0.02,130.0,0.7,2.0,4.04,0.5,455.0,19,0.0598,19.7,,0.77,,2.39,2080,43.0,2.41,18.0,630,2.0,4.81,5.0,,,,56.0,,0.3,,,128.0,10.0,205,504.0,221.0,,b,,,,504.0,221.0,1.0,1.0,0.0,1.0,0.1,0.1,0.0,14.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,1.0
390,4a3-06-161DD,400083.9046,7073944.115,945.0452589,149.76,150.0,0.24,in,Sulfides,VLCL_TOP,4.3,19.26,2.92,2757.0,ANTF2,ANDT,0.7,6.49,21.0,0.02,130.0,0.7,2.0,4.04,0.5,455.0,19,0.0598,19.7,,0.77,,2.39,2080,43.0,2.41,18.0,630,2.0,4.81,5.0,,,,56.0,,0.3,,,128.0,10.0,205,,221.0,,b,,,,221.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0
391,4a3-06-161DD,400084.1318,7073944.221,944.7465015,150.0,150.54,0.54,in,Sulfides,VLCL_TOP,18.1,31.32,10.81,12225.0,ANTF2,ANDT,0.5,4.11,9.0,0.016,120.0,0.9,2.0,2.46,0.5,149.0,30,0.1025,32.9,,0.67,,2.12,1430,30.0,0.96,16.0,800,6.0,1.72,5.0,,,,23.0,,0.23,,,90.0,10.0,162,,221.0,,d,,,,221.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
392,4a3-06-161DD,400084.4231,7073944.357,944.3634793,150.54,151.0,0.46,in,Sulfides,VLCL_TOP,18.1,31.32,10.81,12225.0,FEOX,MANTO,0.5,4.11,9.0,0.016,120.0,0.9,2.0,2.46,0.5,149.0,30,0.1025,32.9,,0.67,,2.12,1430,30.0,0.96,16.0,800,6.0,1.72,5.0,,,,23.0,,0.23,,,90.0,10.0,162,221.0,904.0,221.0,d,,,,504.0,221.0,1.0,0.0,0.0,1.0,0.1,0.1,0.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,5.0,1.0,0.0
393,4a3-06-161DD,400085.3377,7073944.784,943.1607895,152.0,152.68,0.68,out,Sulfides,VLCL_TOP,7.6,27.23,4.61,5728.0,ANCT,ANDT,0.5,4.8,10.0,0.022,180.0,0.7,2.0,3.12,0.5,90.0,10,0.093,28.1,,1.11,,2.4,2070,5.0,1.08,12.0,660,3.0,1.33,5.0,,,,23.0,,0.28,,,104.0,10.0,210,,304.0,,e,221.0,,a,304.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
394,4a3-06-161DD,400085.629,7073944.92,942.7777673,152.68,153.0,0.32,out,Sulfides,VLCL_TOP,7.6,27.23,4.61,5728.0,FEOX,MANTO,0.5,4.8,10.0,0.022,180.0,0.7,2.0,3.12,0.5,90.0,10,0.093,28.1,,1.11,,2.4,2070,5.0,1.08,12.0,660,3.0,1.33,5.0,,,,23.0,,0.28,,,104.0,10.0,210,504.0,904.0,221.0,d,,,,504.0,221.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,55.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0
395,4a3-06-161DD,400087.4874,7073945.786,940.3340855,156.0,156.06,0.06,out,Sulfides,VLCL_TOP,14.7,35.08,9.33,1646.0,FEOX,MANTO,1.5,4.87,16.0,0.075,150.0,0.5,2.0,2.81,1.9,626.0,36,0.666,29.6,,2.0,,0.95,1060,5.0,0.92,23.0,790,19.0,4.39,5.0,,,,21.0,,0.29,,,84.0,20.0,286,,904.0,,d,,,,504.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,50.0,0.0,1.0,0.0,0.0,15.0,4.0,1.0,0.0
396,4a3-06-161DD,400087.7787,7073945.922,939.9510633,156.06,157.0,0.94,out,Sulfides,VLCL_TOP,14.7,35.08,9.33,1646.0,SPEC,MANTO,1.5,4.87,16.0,0.075,150.0,0.5,2.0,2.81,1.9,626.0,36,0.666,29.6,,2.0,,0.95,1060,5.0,0.92,23.0,790,19.0,4.39,5.0,,,,21.0,,0.29,,,84.0,20.0,286,304.0,904.0,221.0,d,,,,304.0,,1.0,0.0,0.0,1.0,0.1,0.1,0.0,50.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
