,mid_x,mid_y,mid_z,DTT_Fe_Conc_Grade,MAGSUS_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,MS_Actual,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Na_pct,P_ppm,S_pct,Si_pct,Ti_pct,Py
1085,400118.8304,7073625.783,1038.790649,67.5,out,VLCL_TOP,17.4,26.14,4438,5.18,1.47,26.5,0.8,0.59,0.873316413,700,0.65,17.45,0.31,0
1086,400119.0471,7073625.885,1028.793646,67.35,out,VLCL_TOP,33.2,36.63,11665,2.99,1.26,37.9,0.8,0.79,0.873316413,900,0.18,13.9,0.25,0
1087,400119.3245,7073625.966,1020.798915,66.97,out,VLCL_TOP,9.1,41.19,2544,2.29,0.56,41.2,0.7,0.24,0.873316413,800,0.61,12.95,0.19,1
1088,400119.7743,7073626.008,1010.80919,66.13,out,VLCL_TOP,7.6,20.22,2178,5.25,0.82,19.75,0.9,0.63,0.873316413,800,0.01,22.8,0.39,0
1089,400119.9842,7073626.006,1006.814705,65.51,out,VLCL_TOP,19.4,33.46,8248,3.08,0.8,33.5,0.8,0.44,0.873316413,1000,0.06,17.4,0.22,0
1090,400120.7459,7073626.013,994.8390029,66.81,out,VLCL_TOP,3.2,11.4,522,6.11,3.45,13.7,1.3,3.46,0.873316413,1000,0.02,22.7,0.58,0
1091,400121.2962,7073626.057,986.8580888,68.72,out,VLCL_BOTTOM,25.8,25.84,19295,3.65,5.12,29.3,1,3.06,0.873316413,900,2.59,13.95,0.3,8
1092,400122.4626,7073626.121,972.9071127,64.76,out,VLCL_BOTTOM,8.9,15.05,6518,5.73,4.37,17.7,2.4,3.76,0.873316413,1200,1.65,19.15,0.47,1
1093,400122.8357,7073626.139,968.9245895,61.87,out,VLCL_BOTTOM,13.2,20,10335,4.91,3.93,23.1,1.8,2.81,0.873316413,1000,2.24,17.7,0.39,2
1094,400123.4071,7073626.167,962.951929,66.2,in,VLCL_BOTTOM,18.7,23.71,15920,4.57,3.49,26.2,1.6,2.71,0.873316413,1100,2.47,16.35,0.35,3
1095,400124.1834,7073626.196,954.9897352,67.79,in,VLCL_BOTTOM,18,19.15,14135,5.23,4.14,23.3,1.8,2.96,0.873316413,1200,1.75,18.3,0.37,2
1096,400125.1926,7073626.181,945.0408395,67.64,in,VLCL_BOTTOM,16.5,19.91,14753,4.9,3.2,25.1,1.2,2.87,0.873316413,1200,2.45,18.05,0.35,5
1097,400126.0589,7073626.123,937.0881192,67.19,in,VLCL_BOTTOM,11.9,16.72,9853,5.89,3.52,20.7,1.5,2.64,0.873316413,1000,2.05,19.85,0.4,5
1098,400126.5073,7073626.064,933.1137885,67.79,in,VLCL_BOTTOM,27.8,28.92,24390,3.91,3.22,31.8,1.3,2.29,0.873316413,800,2.65,14,0.26,4
1099,400127.1949,7073625.931,927.1548167,67.95,out,VLCL_BOTTOM,11,17.48,8955,6.28,2.45,19.15,1.9,3.25,0.873316413,700,1.82,19.6,0.5,1
1100,400127.894,7073625.762,921.1980702,61.11,out,VLCL_BOTTOM,8.5,13.53,6554,5.7,3.94,17.25,1.6,4.16,0.873316413,600,2.51,19.7,0.57,2
1109,400069.46,7073722.04,980.34,65.67,in,VLCL_TOP,24.7,29.18,11238,3.83,2.52,31.9,0.8,2.68,0.873316413,400,1.01,14.55,0.25,0
1110,400069.46,7073722.04,970.84,68.71,in,VLCL_TOP,37.1,33.9,32373,3.82,1.83,35.1,0.7,1.92,0.873316413,600,3.06,14.4,0.23,4
1111,400069.46,7073722.04,969.84,68.71,in,VLCL_TOP,37.1,33.9,32373,3.82,1.83,35.1,0.7,1.92,0.873316413,600,3.06,14.4,0.23,6
1112,400069.46,7073722.04,962.34,66.73,in,VLCL_TOP,26.8,26.6,24420,4.09,1.39,27.5,0.6,1.68,0.873316413,800,3.51,21.2,0.24,4
1113,400069.46,7073722.04,954.84,67.19,in,VLCL_TOP,26.7,28.42,23718,4.65,2.33,30.2,1.1,3.79,0.873316413,800,3.06,15.35,0.4,5
1114,400069.46,7073722.04,953.84,67.19,in,VLCL_TOP,26.7,28.42,23718,4.65,2.33,30.2,1.1,3.79,0.873316413,800,3.06,15.35,0.4,8
1115,400069.46,7073722.04,952.84,69.16,in,VLCL_TOP,48.8,40.31,49518,3.88,1,40.6,0.8,1.75,0.873316413,700,2.19,13.15,0.25,4
1116,400069.46,7073722.04,951.84,69.16,in,VLCL_TOP,48.8,40.31,49518,3.88,1,40.6,0.8,1.75,0.873316413,700,2.19,13.15,0.25,0
1117,400069.46,7073722.04,946.84,68.11,in,VLCL_TOP,37.5,36.72,32380,3.46,1.56,38.8,1.4,2.48,0.873316413,900,0.55,13.75,0.25,2
1118,400069.46,7073722.04,945.84,68.11,in,VLCL_TOP,37.5,36.72,32380,3.46,1.56,38.8,1.4,2.48,0.873316413,900,0.55,13.75,0.25,5
1119,400069.46,7073722.04,932.34,69.02,in,VLCL_TOP,49.8,40.53,54343,2.81,2.82,42.8,0.7,1.82,0.873316413,800,1.22,10.55,0.19,4
1120,400069.46,7073722.04,924.34,69.02,in,VLCL_TOP,7.9,14.78,7175,6.11,3.35,18.35,2,3.65,0.873316413,700,1.73,19.65,0.51,2
1121,400069.46,7073722.04,920.34,60.65,in,VLCL_TOP,4.7,11.54,3561,6.39,3.43,13,1.5,4.25,0.873316413,1200,1.62,21,0.52,0.5
1122,400069.46,7073722.04,914.34,64.68,in,VLCL_TOP,17.3,23.08,13503,4.64,2.85,26.4,0.9,2.82,0.873316413,1000,0.86,18.15,0.39,4
1123,400069.46,7073722.04,898.34,68.57,in,VLCL_BOTTOM,21.8,26.06,18590,4.6,2.76,28.9,1.3,2.63,0.873316413,1000,3.32,16.25,0.38,2
1124,400069.46,7073722.04,888.34,65.59,in,VLCL_BOTTOM,9.7,16.07,8523,5.57,3.45,19.1,1.4,3.1,0.873316413,1300,1.82,21.1,0.46,2
1125,400069.46,7073722.04,884.34,67.95,in,VLCL_BOTTOM,27.6,26.09,26230,4.53,3.32,28.9,1.3,2.78,0.873316413,1100,2.29,16.6,0.33,8
1126,400069.46,7073722.04,878.34,67.36,in,VLCL_BOTTOM,25.9,26.84,21430,4.07,3.28,30.5,1.3,2.59,0.873316413,900,5.28,15.15,0.28,10
1127,400069.46,7073722.04,868.34,64.76,in,VLCL_BOTTOM,8,17.14,6340,5.51,3.88,19.4,1.3,2.72,0.873316413,1200,1.9,20.8,0.4,2
1128,400069.46,7073722.04,858.34,67.66,out,VLCL_BOTTOM,11.8,19.26,9238,5.39,3.71,21.8,1.3,3.1,0.873316413,900,3.08,18.9,0.39,4
1129,400149.2953,7073315.325,976.4559799,61.56,in,VLCL_BOTTOM,14.2,16.31,10058,6.16,2.04,18.7,1.9,3.6,0.873316413,800,0.19,21,0.5,0.5
1130,400148.9938,7073315.345,948.4577643,69.78,in,VLCL_BOTTOM,45.3,38.21,41583,3.13,1.47,39.3,0.2,1.4,0.873316413,600,3.37,12.1,0.22,12
1131,400148.9522,7073315.339,944.4579869,57.23,in,VLCL_BOTTOM,33.9,24.77,25775,5.01,1.27,25.2,0.7,2.3,0.873316413,600,0.53,18.6,0.36,1
1132,400148.7798,7073315.23,928.4593166,68.43,in,VLCL_BOTTOM,37.64,32.08,28575,4.35,2.38,29.3,0.5,1.99,0.873316413,600,0.35,16.55,0.36,3
1133,400148.7657,7073315.214,926.4594282,65.52,in,VLCL_BOTTOM,35.9,27.14,29525,2.23,8.55,27.7,0.2,1.51,0.873316413,400,0.6,13.85,0.35,8
1134,400148.3739,7073314.913,888.4633369,64.38,in,ANDE_LOWER,50.19,35.73,41523,3.94,2.42,34.9,0.2,1.38,0.873316413,1600,0.66,15.5,0.79,0.5
1135,399939.623,7073312.497,787.3874164,64.02,in,ANDE_LOWER,40.24,31.64,35768,4.27,2.35,29.1,1.5,1.35,0.873316413,1100,1.54,17.3,0.72,0.3
1136,399939.8576,7073311.383,767.4199355,63.21,in,ANDE_LOWER,43.21,33.83,34303,3.22,5.29,32.5,0.6,1.95,0.873316413,1200,0.67,13.75,0.66,2
1137,399939.9644,7073310.388,747.4450171,63.61,in,ANDE_LOWER,39.9,32.43,39645,4.56,1.67,31.4,1,2.19,0.873316413,700,1.58,16.95,0.52,5
1138,399774.5573,7072862.989,973.3598172,60.95,out,VLCL_TOP,9,28.19,7039,3.86,1.66,30.4,1.1,0.74,0.873316413,400,2.24,16.15,0.16,0.1
1139,399774.463,7072862.97,972.8691647,60.95,out,VLCL_TOP,9,28.19,7039,3.86,1.66,30.4,1.1,0.74,0.873316413,400,2.24,16.15,0.16,2
1140,399774.3829,7072862.954,972.4520988,60.95,out,VLCL_TOP,9,28.19,7039,3.86,1.66,30.4,1.1,0.74,0.873316413,400,2.24,16.15,0.16,2
1141,399774.2982,7072862.937,972.0104881,60.95,out,VLCL_TOP,9,28.19,7039,3.86,1.66,30.4,1.1,0.74,0.873316413,400,2.24,16.15,0.16,1
1142,399774.1871,7072862.914,971.4314698,60.95,out,VLCL_TOP,9,28.19,7039,3.86,1.66,30.4,1.1,0.74,0.873316413,400,2.24,16.15,0.16,2
1143,399774.0837,7072862.893,970.8916888,60.95,out,VLCL_TOP,9,28.19,7039,3.86,1.66,30.4,1.1,0.74,0.873316413,400,2.24,16.15,0.16,1
1153,399959.8289,7072617.089,1078.787301,62.01,in,VLCL_TOP,36.2,38.71,54803,2.11,3.1,46.5,0.4,1.69,0.873316413,200,2.41,5.72,0.12,5
1154,399960.0362,7072617.153,1077.975769,62.01,in,VLCL_TOP,36.2,38.71,54803,2.11,3.1,46.5,0.4,1.69,0.873316413,200,2.41,5.72,0.12,2
1155,399960.2718,7072617.225,1077.053104,62.01,in,VLCL_TOP,36.2,38.71,54803,2.11,3.1,46.5,0.4,1.69,0.873316413,200,2.41,5.72,0.12,1.5
1156,399963.3822,7072618.158,1064.847728,59.31,in,VLCL_TOP,9.9,19.47,5522,1.8,15.15,19.7,0.1,0.97,0.873316413,300,1.65,9.13,0.09,0.3
1157,399963.6278,7072618.231,1063.881108,59.31,in,VLCL_TOP,9.9,19.47,5522,1.8,15.15,19.7,0.1,0.97,0.873316413,300,1.65,9.13,0.09,1
1158,399965.7925,7072618.876,1055.344894,53.38,in,VLCL_TOP,16.8,29.78,13238,1.75,7.48,33.6,0.2,1.02,0.873316413,200,13.85,5.68,0.12,1
1159,399966.0378,7072618.95,1054.378223,53.38,in,VLCL_TOP,16.8,29.78,13238,1.75,7.48,33.6,0.2,1.02,0.873316413,200,13.85,5.68,0.12,12
1160,399969.3286,7072619.932,1041.44646,60.61,in,VLCL_TOP,32.7,39.1,22485,2.08,1.73,41.2,0.4,1.27,0.873316413,400,1.58,10.6,0.12,4
1161,399969.5755,7072620.004,1040.480106,60.61,in,VLCL_TOP,32.7,39.1,22485,2.08,1.73,41.2,0.4,1.27,0.873316413,400,1.58,10.6,0.12,0.5
1162,399971.8347,7072620.651,1031.611226,56.99,in,VLCL_TOP,5.9,38.86,2373,1.98,0.91,42.1,0.9,0.88,0.873316413,500,2.13,10.6,0.12,1
1163,399972.0629,7072620.716,1030.711931,56.99,in,VLCL_TOP,5.9,38.86,2373,1.98,0.91,42.1,0.9,0.88,0.873316413,500,2.13,10.6,0.12,1
1164,399972.8185,7072620.928,1027.728441,58.46,in,VLCL_TOP,15.1,22.91,5921,4.72,3.59,23.8,1.4,2.62,0.873316413,700,1.08,16.15,0.3,0.3
1165,399973.0631,7072620.997,1026.761247,58.46,in,VLCL_TOP,15.1,22.91,5921,4.72,3.59,23.8,1.4,2.62,0.873316413,700,1.08,16.15,0.3,0.5
1166,399988.2551,7072624.975,966.0499886,64.45,in,VLCL_BOTTOM,54.2,49.66,46695,1.95,0.58,50.6,1,0.22,0.873316413,400,3.56,6.88,0.12,5
1167,399988.493,7072625.031,965.080298,64.45,in,VLCL_BOTTOM,54.2,49.66,46695,1.95,0.58,50.6,1,0.22,0.873316413,400,3.56,6.88,0.12,2
1168,399999.0668,7072627.332,921.6431189,56.22,out,VLCL_BOTTOM,3.3,20,1500,3.38,11.75,17.1,0.1,0.86,0.873316413,700,2.07,12.2,0.23,3
1169,399999.2313,7072627.365,920.9635118,56.22,out,VLCL_BOTTOM,3.3,20,1500,3.38,11.75,17.1,0.1,0.86,0.873316413,700,2.07,12.2,0.23,0
1170,399999.3699,7072627.393,920.3906937,56.22,out,VLCL_BOTTOM,3.3,20,1500,3.38,11.75,17.1,0.1,0.86,0.873316413,700,2.07,12.2,0.23,1
1171,399999.4404,7072627.407,920.099428,56.22,out,VLCL_BOTTOM,3.3,20,1500,3.38,11.75,17.1,0.1,0.86,0.873316413,700,2.07,12.2,0.23,0.5
1172,400001.8313,7072627.882,910.2001468,53.79,out,VLCL_BOTTOM,2.7,33.38,1067,2.91,1.99,34.9,0.4,1.93,0.873316413,700,4.02,10.8,0.24,4
1173,400002.0592,7072627.928,909.25325,53.79,out,VLCL_BOTTOM,2.7,33.38,1067,2.91,1.99,34.9,0.4,1.93,0.873316413,700,4.02,10.8,0.24,2
1174,400002.2624,7072627.968,908.4082944,53.79,out,VLCL_BOTTOM,2.7,33.38,1067,2.91,1.99,34.9,0.4,1.93,0.873316413,700,4.02,10.8,0.24,7
1175,400003.2473,7072628.167,904.3044881,55.92,out,VLCL_BOTTOM,2.3,27.46,1687,1.87,9.96,27.4,0.3,1.73,0.873316413,400,1.55,9.68,0.13,7
1176,400003.4091,7072628.199,903.6293735,55.92,out,VLCL_BOTTOM,2.3,27.46,1687,1.87,9.96,27.4,0.3,1.73,0.873316413,400,1.55,9.68,0.13,9
1177,400003.5954,7072628.237,902.8522674,55.92,out,VLCL_BOTTOM,2.3,27.46,1687,1.87,9.96,27.4,0.3,1.73,0.873316413,400,1.55,9.68,0.13,2.5
1178,400006.6196,7072628.845,890.2235467,58.69,out,VLCL_BOTTOM,2.4,19.7,1432,3.11,6.46,20.3,0.4,1.42,0.873316413,900,2.1,18.4,0.28,1
1179,400006.8135,7072628.883,889.4071298,58.69,out,VLCL_BOTTOM,2.4,19.7,1432,3.11,6.46,20.3,0.4,1.42,0.873316413,900,2.1,18.4,0.28,0
1180,400006.8838,7072628.897,889.1106722,58.69,out,VLCL_BOTTOM,2.4,19.7,1432,3.11,6.46,20.3,0.4,1.42,0.873316413,900,2.1,18.4,0.28,0.5
1181,399845.1781,7072674.401,1059.939533,21.54,out,BX,6.5,8.11,2159,7.02,2.74,8.21,0.7,3.69,0.873316413,2000,0.06,21.9,1.47,0
1182,399841.584,7072673.296,1042.336646,32.15,out,BX,5.5,13.93,2344,5.72,5.3,14.15,1.6,2.65,0.873316413,1700,0.17,19.1,1.27,0.5
1183,399838.8062,7072672.443,1028.641542,45.69,in,BX,16.3,13.47,10430,6.14,3.11,14.2,1.5,2.11,0.873316413,1900,0.22,21.8,1.35,0.2
1184,399836.4415,7072671.694,1016.900715,47.79,in,BX,14.5,21.79,9102,5.35,1.82,21.9,1.8,2.68,0.873316413,1900,0.55,18.4,1.23,1.5
1192,399820.6888,7072666.171,937.0171199,63.84,in,BX,11.5,23.29,5762,1.92,13.1,23.3,0.4,0.78,0.873316413,300,0.39,11.1,0.12,0.5
1193,399820.4329,7072666.079,935.7049494,63.84,in,BX,11.5,23.29,5762,1.92,13.1,23.3,0.4,0.78,0.873316413,300,0.39,11.1,0.12,1
1194,399812.2721,7072663.283,893.5282379,50.5,out,BX,2.5,20.1,1427,5.37,2.77,22.8,2.4,3.09,0.873316413,600,3.23,17,0.63,0.7
1198,399807.0527,7072661.632,866.5785822,60.61,out,BX,4.6,12.07,1137,6.6,9.2,13.15,2.1,1.15,0.873316413,900,0.57,15.4,0.84,0.5
1199,399806.8633,7072661.574,865.5984537,60.61,out,BX,4.6,12.07,1137,6.6,9.2,13.15,2.1,1.15,0.873316413,900,0.57,15.4,0.84,1
1200,399804.3122,7072660.77,852.3660625,43.54,out,BX,6.3,17.56,3930,4.1,10.7,18,1,1.11,0.873316413,600,0.7,13.75,0.46,0.5
1201,399803.6201,7072660.551,848.7736623,61.38,out,BX,6,11.3,3010,6.22,11.55,11.5,0.9,1.78,0.873316413,800,0.83,14.75,0.82,0.3
1202,399803.4407,7072660.494,847.8424808,61.38,out,BX,6,11.3,3010,6.22,11.55,11.5,0.9,1.78,0.873316413,800,0.83,14.75,0.82,2.483919278
1203,399803.3775,7072660.474,847.5141168,61.38,out,BX,6,11.3,3010,6.22,11.55,11.5,0.9,1.78,0.873316413,800,0.83,14.75,0.82,0.5
1204,399802.0462,7072660.053,840.6037698,59.84,out,BX,6.6,13.59,4025,6.68,7.08,14.3,0.8,2.31,0.873316413,800,0.99,17.4,0.88,0.5
1205,399800.2522,7072659.486,831.2919548,58.84,out,VLCL_BOTTOM,2.8,10.08,2384,7.81,4.33,10.9,1.2,3.02,0.873316413,1100,0.33,19.6,1.02,0.5
1206,399799.0247,7072659.098,824.9207129,64.54,out,VLCL_BOTTOM,13.7,20.31,11500,5.41,5.13,20.5,1.7,2.73,0.873316413,700,0.9,15.85,0.72,0.5
1207,399798.3563,7072658.887,821.4508365,52.52,in,VLCL_BOTTOM,7.1,20,15120,3.23,5.47,32.2,1.3,1.54,0.873316413,500,2.4,12.15,0.38,1
1208,399798.2033,7072658.838,820.6568818,52.52,in,VLCL_BOTTOM,7.1,20,15120,3.23,5.47,32.2,1.3,1.54,0.873316413,500,2.4,12.15,0.38,1
1209,399798.1164,7072658.811,820.2059939,52.52,in,VLCL_BOTTOM,7.1,20,15120,3.23,5.47,32.2,1.3,1.54,0.873316413,500,2.4,12.15,0.38,0.3
1210,399797.2638,7072658.541,815.7804312,46.23,in,VLCL_BOTTOM,11.8,16.69,7183,4.3,6.89,18.75,1.2,2.42,0.873316413,900,1.32,17.95,0.49,0.5
1211,399797.1373,7072658.501,815.1237032,46.23,in,VLCL_BOTTOM,11.8,16.69,7183,4.3,6.89,18.75,1.2,2.42,0.873316413,900,1.32,17.95,0.49,0.1
1212,399797.0098,7072658.461,814.4620743,46.23,in,VLCL_BOTTOM,11.8,16.69,7183,4.3,6.89,18.75,1.2,2.42,0.873316413,900,1.32,17.95,0.49,1
1213,399796.0335,7072658.152,809.3944865,60,in,VLCL_BOTTOM,11.9,21.43,10133,2.56,12,22.6,0.4,0.82,0.873316413,500,0.56,13,0.13,0.5
1214,399795.8051,7072658.08,808.2084553,60,in,VLCL_BOTTOM,11.9,21.43,10133,2.56,12,22.6,0.4,0.82,0.873316413,500,0.56,13,0.13,0.1
1215,399795.6804,7072658.04,807.5615292,60,in,VLCL_BOTTOM,11.9,21.43,10133,2.56,12,22.6,0.4,0.82,0.873316413,500,0.56,13,0.13,0.7
1217,399783.5934,7072536.581,981.5383756,42.01,in,VLCL_BOTTOM,9.5,14.89,31258,4.27,2.69,33.7,1.6,2.85,0.873316413,700,0.97,12.7,0.44,0.3
1218,399759.7122,7072637.192,1080.950537,64.3,in,VLCL_TOP,13,38.55,4208,1.63,3.56,39.9,0.4,1.19,0.873316413,600,8.26,7.34,0.1,10
1219,399751.9747,7072634.249,1050.816955,66.87,in,VLCL_TOP,8.7,19.23,6020,5.56,3.97,20.5,1.3,1.67,0.873316413,1400,3.97,17.4,0.89,6
1220,399751.727,7072634.155,1049.852708,66.87,in,VLCL_TOP,8.7,19.23,6020,5.56,3.97,20.5,1.3,1.67,0.873316413,1400,3.97,17.4,0.89,5
1221,399746.8028,7072632.277,1030.81895,69,in,ANLT,29.4,34.38,29660,3.46,4.25,36.1,1.1,1.65,0.873316413,500,2.94,10.9,0.27,0.1
1222,399664.8614,7072593.564,1060.58292,66.27,in,VLCL_TOP,56.8,54.77,53988,0.66,0.92,52,0.1,0.61,0.873316413,600,4.92,3.67,0.04,5
1223,399660.8612,7072591.945,1047.264661,57.32,in,VLCL_TOP,3.7,34.46,3117,3.33,3.77,35,1.5,1.03,0.873316413,400,2.41,9.83,0.21,2
1224,399650.8555,7072588.047,1013.795075,65.81,in,VLCL_BOTTOM,48.8,47.15,54310,1.36,6.15,50.5,0.7,0.45,0.873316413,300,1.25,3.98,0.11,3
1225,399650.7564,7072588.01,1013.461531,65.81,in,VLCL_BOTTOM,48.8,47.15,54310,1.36,6.15,50.5,0.7,0.45,0.873316413,300,1.25,3.98,0.11,0.1
1226,399650.6248,7072587.959,1013.018374,65.81,in,VLCL_BOTTOM,48.8,47.15,54310,1.36,6.15,50.5,0.7,0.45,0.873316413,300,1.25,3.98,0.11,0.1
1227,399650.4409,7072587.889,1012.398871,65.81,in,VLCL_BOTTOM,48.8,47.15,54310,1.36,6.15,50.5,0.7,0.45,0.873316413,300,1.25,3.98,0.11,3
1228,399645.5494,7072586.02,995.8212453,54.03,in,VLCL_BOTTOM,2.2,7.31,894,6.37,5.32,9.48,0.7,5.19,0.873316413,600,0.39,22.2,0.41,1
1229,399641.112,7072584.315,980.6589658,65.66,in,VLCL_BOTTOM,39.4,36.92,28830,2.07,4.42,41.4,0.4,1.1,0.873316413,800,3.7,8.88,0.16,2.5
1230,399640.8349,7072584.209,979.7040788,65.66,in,VLCL_BOTTOM,39.4,36.92,28830,2.07,4.42,41.4,0.4,1.1,0.873316413,800,3.7,8.88,0.16,2
1231,399636.3585,7072582.483,964.1783903,65.21,in,VLCL_BOTTOM,14.1,16.85,12510,4.94,7.05,22.4,1,3.14,0.873316413,800,2.22,15.3,0.44,0.5
1232,399636.1898,7072582.418,963.5905382,65.21,in,VLCL_BOTTOM,14.1,16.85,12510,4.94,7.05,22.4,1,3.14,0.873316413,800,2.22,15.3,0.44,3
1233,399635.954,7072582.328,962.7684722,65.21,in,VLCL_BOTTOM,14.1,16.85,12510,4.94,7.05,22.4,1,3.14,0.873316413,800,2.22,15.3,0.44,1
1234,399632.9052,7072581.155,952.0816017,65.51,in,VLCL_BOTTOM,38.2,34.46,34873,2.41,4.62,39.5,0.3,1.17,0.873316413,900,2.16,12.05,0.18,2
1235,399632.6338,7072581.05,951.1248298,65.51,in,VLCL_BOTTOM,38.2,34.46,34873,2.41,4.62,39.5,0.3,1.17,0.873316413,900,2.16,12.05,0.18,1
1236,399627.9884,7072579.267,934.6498412,65.51,in,VLCL_BOTTOM,23.9,29.92,20740,2.78,4.34,35.3,0.7,1.31,0.873316413,600,6.84,11.6,0.21,6
1237,399622.8284,7072577.302,916.3078974,65.37,in,VLCL_BOTTOM,30.5,26.52,27495,2.29,5.95,30.2,0.7,1.08,0.873316413,800,2.35,15.9,0.14,1
1238,399622.6492,7072577.234,915.6711238,65.37,in,VLCL_BOTTOM,30.5,26.52,27495,2.29,5.95,30.2,0.7,1.08,0.873316413,800,2.35,15.9,0.14,0.5
1239,399622.4216,7072577.147,914.8619905,65.37,in,VLCL_BOTTOM,30.5,26.52,27495,2.29,5.95,30.2,0.7,1.08,0.873316413,800,2.35,15.9,0.14,1.5
1240,399621.6727,7072576.862,912.1999897,56.08,in,VLCL_BOTTOM,17.8,23.2,12453,3.69,5,26.7,0.6,1.54,0.873316413,700,1.3,16.75,0.27,1.5
1241,399621.476,7072576.787,911.5009751,56.08,in,VLCL_BOTTOM,17.8,23.2,12453,3.69,5,26.7,0.6,1.54,0.873316413,700,1.3,16.75,0.27,2
1242,399621.3265,7072576.73,910.9695324,56.08,in,VLCL_BOTTOM,17.8,23.2,12453,3.69,5,26.7,0.6,1.54,0.873316413,700,1.3,16.75,0.27,2.5
1243,400088.0771,7072669.456,1090.064297,27.77,out,ANDE_UPPER,8.7,10.92,3532,5.85,5.19,11.35,0.8,0.81,0.873316413,1800,0.71,20.8,1.26,0.5
1244,400082.7407,7072666.376,1068.94489,23.89,out,ANDE_UPPER,7.5,11.07,1784,6.48,2.29,11.75,1,1.67,0.873316413,1900,1.68,22.7,1.35,0.3
1246,400058.7081,7072769.272,1071.793711,34.32,out,VLCL_TOP,4.1,11.98,2320,7.26,3.67,12.25,1.1,4.11,0.873316413,1200,0.6,19.85,0.98,0
1247,399986.9403,7072847.185,949.0520475,64.68,out,VLCL_BOTTOM,68.9,54.63,70925,1.32,1.24,57.7,0.1,1.06,0.873316413,200,1.11,3.62,0.1,0.5
1248,399977.0732,7072842.132,910.6189265,53.72,out,VLCL_BOTTOM,8.7,28.99,5694,2.24,2.77,31.1,0.8,1.14,0.873316413,500,1.05,14.8,0.16,1
1249,399971.153,7072839.1,887.559054,70.09,out,VLCL_BOTTOM,5.61,36.68,3549,2.7,2.96,35.5,0.8,1.35,0.873316413,600,3.46,10.35,0.19,0.7
1250,399950.8389,7072723.944,1060.475454,61.1,out,VLCL_TOP,10.7,39.7,4837,2.4,2,32.2,1.1,1.46,0.873316413,500,3.92,12.85,0.12,3
1251,399929.6355,7072715.993,979.5860991,34.7,out,VLCL_BOTTOM,16.8,15.98,10350,5.54,6.01,17.25,1.6,1.77,0.873316413,700,0.62,17.25,0.63,0.5
1252,399923.6102,7072713.781,956.4602897,63.23,out,VLCL_BOTTOM,15.1,31.77,10715,2.35,6.44,33.9,0.5,1.55,0.873316413,400,3.29,10.2,0.15,2
1253,399918.087,7072711.754,935.261631,64.9,out,VLCL_BOTTOM,6,29.42,6452,3.38,1.96,31.8,0.8,1.94,0.873316413,600,2.8,15.15,0.22,0.5
1263,400183.6337,7073051.005,1037.623906,51.83,out,VLCL_BOTTOM,7.2,15.16,5983,5.21,5.93,19.55,0.9,4.41,0.873316413,900,1.36,17.7,0.44,1
1264,400184.2319,7073051.277,1036.869885,51.83,out,VLCL_BOTTOM,7.2,15.16,5983,5.21,5.93,19.55,0.9,4.41,0.873316413,900,1.36,17.7,0.44,1
1265,400184.8452,7073051.554,1036.097005,51.83,out,VLCL_BOTTOM,7.2,15.16,5983,5.21,5.93,19.55,0.9,4.41,0.873316413,900,1.36,17.7,0.44,1
1266,400184.9649,7073051.609,1035.946198,51.83,out,VLCL_BOTTOM,7.2,15.16,5983,5.21,5.93,19.55,0.9,4.41,0.873316413,900,1.36,17.7,0.44,3
1267,400200.4104,7073058.554,1016.482323,26.08,out,VLCL_BOTTOM,10.7,10.46,15690,3.67,1.72,34.4,0.9,1.72,0.873316413,800,4.38,13.6,0.23,0.5
1268,400201.0098,7073058.821,1015.727744,26.08,out,VLCL_BOTTOM,10.7,10.46,15690,3.67,1.72,34.4,0.9,1.72,0.873316413,800,4.38,13.6,0.23,5
1275,400206.6073,7073061.298,1008.693253,67.02,out,VLCL_BOTTOM,30.86,39.01,23695,3.46,1.82,38.6,0.4,2.35,0.873316413,600,4.5,11.55,0.2,2
1276,400207.1483,7073061.536,1008.014532,63.46,out,VLCL_BOTTOM,16.1,40.64,16085,3.97,1.84,35.3,1.1,1.94,0.873316413,700,3.48,12.95,0.25,2
1277,400207.449,7073061.668,1007.637482,63.46,out,VLCL_BOTTOM,16.1,40.64,16085,3.97,1.84,35.3,1.1,1.94,0.873316413,700,3.48,12.95,0.25,0.5
1278,400207.6144,7073061.741,1007.430108,63.46,out,VLCL_BOTTOM,16.1,40.64,16085,3.97,1.84,35.3,1.1,1.94,0.873316413,700,3.48,12.95,0.25,0.5
1279,400207.915,7073061.873,1007.05306,63.46,out,VLCL_BOTTOM,16.1,40.64,16085,3.97,1.84,35.3,1.1,1.94,0.873316413,700,3.48,12.95,0.25,5
1280,400214.8084,7073064.914,998.3981357,62.85,out,VLCL_BOTTOM,8.9,21.68,8434,4.82,3.45,28.8,1.3,2.21,0.873316413,600,4.22,15.3,0.35,10
1281,400215.0036,7073065,998.1529564,62.85,out,VLCL_BOTTOM,8.9,21.68,8434,4.82,3.45,28.8,1.3,2.21,0.873316413,600,4.22,15.3,0.35,1
1282,400215.2738,7073065.12,997.813472,62.85,out,VLCL_BOTTOM,8.9,21.68,8434,4.82,3.45,28.8,1.3,2.21,0.873316413,600,4.22,15.3,0.35,10
